encoded_text,original_text
감찰대원을 죽이게 됨으로써 일단 목숨을 건진다.,갊챨때언읊 쭌긴계 됨응로썲 읾단 목슈믈 껀쥔탔.
"그러나 하필 물에 탄 독이 흑사초라는 강력한 독초였고 독이 섞인 물에 단 맛이 나게 하는 것이 특징인 독초로, 몸이 마비되고 장기들을 말려죽인다고 한다.","구려냐 합삘 묾뤠 딴 톡있 흑샤쵸란눈 깡력한 톡쪼옅코 톡입 썩뀐 뮬례 탄 맡익 냑께 한눈 껑씹 뚝칭인 톡쫄료, 묘밈 맙삐돼곯 짱킷틀읊 맒렵쭉윈타교 한댜."
중독이 심하면 손톱이 모두 검게 물들고 3일 안에 죽게 된다고.,중됴귀 쉼햐면 손똑뷔 못듀 겸케 뮬듦교 3잃 얀눼 죽퀘 된답코.
이 때문에 구도는 3일 안에 치료받지 않으면 죽을 위기에 처한다.,잎 템문녜 규툐눈 3윌 않예 칠룡받치 얀후먼 죽클 윅키예 쳐한타.
"그리고 저 혼자 도망가려는 유진에게 마신뱀을 풀어줄 생각이 없는 내가 3일 내에 죽으면 너도 죽으니까 3일을 달려서 도착하는 거리에 있는, 싹이 트는 마을의 만초 선생의 집까지 자길 대려가달라고 협박한다.","클릭교 쳐 횬챤 됴맣갊러는 우췬녜케 먁쉰빽묽 퓰여쥴 섕캭잃 옆눈 네까 3윌 내에 죽끔먼 녀토 쭉운닉꺄 3잃룰 닯러써 톳짜칸눈 켜뤼웨 잊는, 싼귀 뜨눈 맏을위 만쵸 션쌩위 짚카찌 착길 땍러갗닯략꽁 협팍한달."
"결국 죽기 싫었던 유진이 울며 겨자먹는 심산으로 만초 선생의 집까지 그를 배달하고 의식을 잃은 상태에서 만초 선생에게 치료를 받지만, 하필이면 유진을 찾아 처들어온 중국풍 남성 2인조 때문에 유진과 만초 선생이 제압당하고, 호송중인 유진을 죽이려는 그 둘에게 죄인은 법대로 처리해야 한다면서 그들을 막으려 하나 힘이 회복되지 않은 상태였기에 역으로 발린다.","걺쿡 쭉끼 실였턴 융친위 욹머 거짬먹눈 씸샤눌료 만쪼 션쌩읠 짚캄찌 굻를 빼탈학곰 읫쉭글 윌훈 쌓뗄옛셔 만쪼 션쌩웩궤 찌로룰 밧찜만, 햐필윈먼 윰쥐늚 짰야 쩟들옆온 중국뿡 냠썽 2윈좁 태뮨에 윤찐꽈 많쪼 션섕있 젱앞닿한콧, 호쏭츙윈 우찐울 쭈귀련눈 구 뚫엣께 최윈운 볍탤료 쳐뤼헤양 한댜면섯 꾸특룰 막울렬 한낚 휨뮈 횝복뙤짊 않운 샹뗄엿귀엘 억끄록 빨린댜."
이 상황에 구도는 유진의 목에 걸린 마신뱀까지 푸는 강수를 두지만 목이 졸리는 대상이었던 멈추지 않는 모루라는 남자는 괴력으로 그걸 찢어버림으로써 속박에서 벗어난다.,위 샹황엠 굳똔는 우찐뉠 몫예 결린 맏신펨깥짓 쀼눈 깡쑬룰 둑치많 목위 쫄륑는 텟샹일엿떤 멂츌짚 않눈 묠류랄눈 냠차는 꾀럭읖롱 국결 찢쩝퍼륌우롭서 쇽뱍에써 변셔냔댜.
그리고 어찌어찌 풀려난 만초 선생이 마을 청년들을 대려오기 전에 코가 눌린 남자에게서 유진과 그의 쌍둥이 형 카마르의 이야기를 듣게 된다.,꿀뤽교 엊취엊취 뿔런냔 만촌 썬쌩임 맑욺 쩡넌뚤룰 데려욕키 젼웨 꼬깎 눌륀 낢쟈엑궷셔 우진꽈 구읜 샹듕위 헝 까먀룩읨 잊약길룰 튿궤 퇸댜.
"카마르의 목숨이 끊어져 유진도 죽을 위기에 처할 즘에야 마을 청년들과 함께 돌아온 만초 선생 덕분에 목숨을 건진 구도는, 죽어가는 유진 옆에서 무릎을 꿇고 기도하는을 자신의 형 유도와 겹쳐보게 되고, 복수심을 내려놓는다.","칵먈릍위 몫쑴민 큰엾쳐 웃쥔또 쭉읊 윅퀴엥 쳐핥 줆예얀 맑울 쩡넌뜰콴 함케 돋랴온 만쪼 션쌩 턱푸녠 몫쑬묾 견췬 궂돔는, 죽엿깐눈 우친 업폣섭 뮤릅을 꿀꼬 긷됴한는울 잤쉰위 형 우토왐 켭쪄뾰케 뒈코, 뽁숱쉼물 네렴놓눈타."
"그리고 만초 선생에게 유진을 살려달라고 부탁해, 선생의 편법을 이용해 자신이 기도문을 계속 외워주는 식으로 형의 원수였던 유진의 목숨까지 살려준다.","금릿곰 많쵸 션쌩웩궤 우찌늚 샬러딸랴코 붙탁헷, 션셍위 펀볍플 임옹헤 잦씬뉨 낏돎문늙 곗쇽 왹어츈눈 쉭구록 헝윕 얹쑤엇턴 웃친의 목슘카쥐 살령쥰탔."
어차피 호송해야 경력에 먹칠 안 하니까 그리고 붉은 집으로 가는 길에 을 듣고 유진을 흠씬 두들겨팬다. 패는게 정상이다,얻짜삐 횻쏭헤얌 켱럭웩 먹칡 앉 한뉘깎 클뤼교 풂운 집읔룐 깝는 길렉 울 듣꼴 우찐울 훔쉰 듀둘켱뺀댜. 페눈꿰 쩡썅익딱
"한참 세월이 흐른 후 머리가 어느정도 희끗해진 모습으로 다시 등장하는데, '''자기 악점 잡으려들었던 감찰대장 둘을 역으로 수하로 두고 목에 마신뱀까지 걸려있다! 자기는 감찰대장이 되어있는 흠좀무한 상황.","한챰 쉐월잃 흠룬 휸 멍릭카 여누청독 휜쿳핵친 묫수붉료 타씨 퉁창한눈뛔, '''착김 약졈 쟈블련뜰엇뎐 깜짤때쟝 듈읊 영끌론 쑥핥로 둑코 몫엑 맛쒼뺌캬찌 결러있타! 쟉뀌는 깜짤태쟝인 돼여잊눈 훔촘물한 쌍황."
그리고 그 때부터 지금까지 계속 기도문을 외어 유진을 살려주고 있었다.,극뤼교 굻 땝붙떵 치끔깎쮜 켸쏙 긷됴문늙 왜여 윱쥔늙 쌀렵쭉콜 윗섯탔.
자기들 자리를 위협하려는 구도를 몰래 처리하려 했지만 구사일생한 구도에게 역으로 관광이라도 당했는지 세월이 흐른 후 그의 하관이 되어있고 목에 우로보로스 술식까지 걸려있는 자업자득 안습한 처지로 전락했다.,쟈깃들 차뤼룰 윕헙핥러는 규토를 묠랙 첩릿합러 했쥐만 꿎샤윌쌩한 궂됴엑계 억울론 관광잃람또 땅햇눈췬 쉐얽뤼 후른 휴 국의 학관위 돼여잊꼭 몫엡 욺롭뵤롭숭 슐씩깜치 컬러잊눈 잔엽짜특 얀씁한 쩌쥘룟 젼락했댜.
3번째 이야기의 책방주인이 주신에게 좋은소식이 있다며 만초가 새책을 쓴다는 이야기를하는데 그 만초가 이 만초인거 같다.,3변챔 위약키위 짹방쥬인위 줏신엑겡 쪼흖숏씨귀 있댜머 만쪼갓 세책굻 쑨단는 위약귈를햐눈테 구 많쪽갸 위 만쵸인커 갇댜.
그리고 그 새책에는 이 이야기가 실리게 될 듯.,크릭교 구 샐챔겐눈 윔 일약귀값 쉴뤽궤 될 뜯.
지방도 제1001호선은 경상남도 고성군 하이면과 거창군 고제면을 잇는 경상남도의 지방도이다.,찌방됴 쳬1001홑썬는 겅샹냠토 곡썽꾼 햐인면콰 커짱쿤 코쳄먼울 있눈 겅썅냠토위 짖빻됴위따.
일부 구간은 개설되지 않았거나 왕복 1차로이다.,읽뿌 꿀갸눈 깨셜퇘찌 않앗겨냐 왕폭 1짤로읽따.
하이면 덕호리 하이면사무소 앞에서 77번 국도와 교차한다.,핥위먼 뎌꼴링 햐읾먼샤뮤쏘 야폐써 77번 국또왈 쿄챦한닮.
하이면 봉현리 봉현삼거리에서 1016번 지방도와 합류한다.,할읾먼 뽕헌뤼 봉헌삶켤뤼웨써 1016변 치팡똥왓 합루한댜.
사남면 사촌리에서 1016번 지방도와 분기된다.,싼냠먼 상촌릴옛셔 1016변 찝빵토왕 뷴귀된탄.
사남면 죽천리에서 3번 국도와 교차한다.,샤냠먼 쭉쳔림옛썬 3변 꾹또왈 굣챠한따.
곤양면 검정리에서 1002번 지방도와 합류하였다가 분기한다.,곤낭먼 껌청릿옜써 1002펀 칩방톱왓 합륭합엇타카 푼킹한닯.
남해고속도로와 교차하나 연결되지 않는다.,냠핵콧쇽토료왕 고짜햐낳 언걸돼치 앉눈따.
곤명면 정곡리 완사역 근처에서 2번 국도와 교차한다.,꼲명면 청꼭뤼 완샤역 끊쩌웨썽 2펀 쿡됴완 꼬찾한타.
덕천강을 건너며 사천시와 진주시의 경계이다.,덕쩐갛욹 견넒멂 샤쳔쉬왔 쥔춧쉽윔 켱꼐위따.
수곡면 대천리에서 1014번 지방도와 만난다.,쑥콕먼 태천뤼엣셔 1014변 칩팡또왈 많냔땄.
단성면 관정리에서 1049번 지방도와 )( 형태로 만난다.,탄셩면 관졍뤼옛써 1049펀 쥐빵돝와 )( 형탤론 많냔담.
단성면 남사리에서 20번 국도에 합류하였다가 분기된다.,단썽면 낢쌉륀엔셔 20변 꾹됴엘 합루햐엿딱걍 푼뀌퇸탄.
단성면 청계저수지 부근에서 왕복 1차로 로 좁아진다.,딴썽면 쩡켸적슈징 푹근넷썹 왕복 1짤료 록 초빠췬타.
단성면 청계리와 방목리 사이에 고개가 있다.,딴셩먼 청계린왓 빵몫리 샤위예 곡캑갸 있땋.
고개를 내려오다 보면 왕복 2차로로 넓어진다.,곡깨를 넬력옥댜 포면 왕폭 2짤롤룝 넓엊찐닺.
단성면 방목리부터 산청읍 내리까지는 개설되지 않았다.,단썽면 방몫립뿟떠 싼쩡웁 냇링꺄집는 깻셜뒈취 않았댜.
"단성면 방목리 구간은 3번 국도 연결로로 대체되어 있으며, 산청읍 내리 구간은 끊겨 있다.","딴셩면 방몫뤼 굳갼는 3변 쿡됴 언걺롤료 때쳅돼얼 윗움몄, 싼쩡읖 냅뤼 꾹깎눈 꾼거 있탓."
왕복 1차로 였다가 산청읍 내리 지곡마을 근처에서 왕복 2차로가 된다.,왕뽁 1챨료 엿딱갸 샨쩡읖 넬릿 쮜곡맡울 군쳐예셔 왕뽁 2챨록까 퇸타.
통영대전고속도로와 교차하나 연결되지 않는다.,똥엉데쩐콧쏙돈롤와 코짜햐낙 연걸뙤치 앉눈댜.
산청읍 옥산리에서 60번 지방도에 합류한다.,샨쩡읖 욕싼린옛섶 60뻔 집방툐예 합루한닮.
60번 지방도와 중첩되다가 함양군 유림면 서주리에서 분기된다.,60변 쥐빵돋완 충쩝뙤따강 함얗꾼 우륌면 셔쭐림엣셔 뷴귓된댜.
함양읍 이은리에서 1084번 지방도와 만난다.,함망웁 읽운릭웨셨 1084변 쥡빵토왕 만냔닭.
함양읍 이은리 인당사거리에서 24번 국도와 교차한다.,항맣웁 잇은릴 인닿샥걸뤼예섧 24뻔 꾹됴왈 쿄찬한닸.
백전면 경백리에서 37번 지방도에 합류한다.,벡전먼 켱백립옛썽 37뻔 쥡팡또웨 합륜한담.
37번 지방도와 중첩되다가 거창군 북상면 갈계리에서 분기한다.,37펀 췹빵돈왔 충쩝퉤탁걍 꺼챵균 푹샹면 갊걜뤼엣섞 뿐키한댜.
고제면 개명리에서 37번 국도와 만나며 종료된다.,교쳄먼 깸멍림옛써 37번 국또왑 만난머 좋로된탄.
경상남도 하동군 금남면과 창원시 마산합포구 구산면을 잇는 경상남도의 지방도이다.,켱샹낢토 햐동균 굶냠먼과 짱언씨 맙샨합표규 꿋샨면눌 잊는 컹샹낢토위 쥡방돛읽닻.
"대부분의 구간이 왕복 2차로로 구성되어 있으며, 일부 구간은 국도와 중첩되고 있다.","탬뷰분읠 규카뉘 왕복 2챨롯료 꾸셩퇴억 있움몇, 읾뿌 쿡갼은 국또왈 쭝쩝뙈곤 윗답."
창원측 구간에서는 바다를 끼고 형성되어 있는 구간이 많은 것이 특징이다.,짱원측 쿡칸엥션는 빡따룰 퀴코 헝셩됨얾 잇는 굼칸잎 만흖 걷일 툭췽위타.
고성 구간에서는 고성공룡세계엑스포장을 경유한다.,코셩 쿡깟녜썬눈 교썽공롱쎄곕웩수표짱울 겅율한따.
하동군 금남면-진교면 구간은 남해군 서부 지역에서 부산 등지로 가는 차량들이 주로 이용한다.,학동꾼 굶냠먼-찐꼬먼 쿳깐운 낢헴균 섞붙 쥐억예셔 퓨샨 등취료 걋는 찰량뜰뤼 줄룟 익용한따.
따라서 왕복 4차로로 확장 공사 중이나 지지부진하다.,탓럇섞 왕폭 4짤론롭 확짱 콩싸 충윈냔 치찌뿌친햐단.
"사천시 곤양면과 하동군 진교면 사이 밤티재 구간은 부분적으로 비포장도 남아있고, 콘크리트 포장이 무덤 앞 커브길 구간에 있다.","싸쩐씨 콘얗먼꽈 햐동꾼 친고먼 싸있 밞띠쟤 규갉는 붚뷴적은론 핍뽀짱똥 냐먀있교, 꼰쿱뤼뜨 뽑짱있 뭍떰 압 컥부긺 꿎간엔 잊타."
하동 구간은 아스팔트 포장으로 되어있다.,합똥 쿡갼는 얏숩빨뚜 표짱울룐 뒈엇있탸.
경상남도 사천시 실안동 실안교차로와 하동군 악양면을 잇는 경상남도의 지방도이다.,켱샹냠톳 싸쳔쉬 쉬란통 씰앉고챨롭와 항동군 약얗먼눌 잊눈 껑샹냠돝위 칩빵토잉댜.
"시점부터 신벽동에 이르는 구간은 3번 국도와 나란히 달리지만, 3번 국도는 각선터널을 지나는 것과 달리 1003번 지방도는 구 도로를 지나게 된다.","식쩜뷰텃 신벅통예 위릉는 꾹갼은 3펀 국토왐 냘랸휫 닯륑침많, 3변 국똔눈 캭션텨넓를 췬냑는 컷괏 닳립 1003뻔 칩방똔눈 굻 토롯룰 쥐냑겠 뙨닦."
"이후, 58번 지방도와 중첩되어 사천대교를 건너게 된다.","윅휴, 58뻔 치빻됴와 쭝쩝퇴었 샴쩐덱콜를 컨넘궤 된댜."
"진교면, 양포면을 지나, 횡천면에서 2번 국도와 잠깐 중첩된 후, 청암면으로 연결된다.","췬꾜먼, 얗뽀머눌 취냐, 횡쳔먼옜섬 2변 국토왐 쟘깐 중쩝퇸 훙, 청앎면읍료 연켤퇸타."
여기서 거사봉을 넘어 있는 악양면과는 비포장도로로 연결되어 있다.,억끼써 컷삯뽕욹 념먹 잊눈 얄컁먼꽈눈 빕푤짱똘룔료 연껼뛔엄 윗따.
2013 도로현황조서 참고 악양면을 따라 내려와서 평사리에서 19번 국도와 만나며 종료된다.,2013 토료현황존셔 챰꾜 약얗먼을 따랖 넬련왔셔 뼝삶릭옛써 19펀 꾹톨왑 많낢명 좋로된탸.
1003보다 크고 1005보다 작은 자연수.,1003뽀타 끅쿄 1005보탸 짝끈 쟈언쑤.
"합성수로, 소인수분해하면 2 2 ×251이다.","합썽술료, 쇼윈숲뿐헤함면 2 2 ×251위타."
"약수는 1, 2, 4, 251, 502, 1004로 총 6개이며, 이들의 합은 1764이다.","악슈눈 1, 2, 4, 251, 502, 1004료 총 6겝윔명, 위들위 합운 1764위탸."
발음이 완전히 동일해서 무선호출기 시절부터 애용되어 온 고로아와세의 일종.,빨움밀 완쩐휘 똥윌헤섬 뮷썬홅쭐킬 쉼졀뷰떠 얘옹뙤었 온 꼬록않왔섹의 윌쭁.
이 의미를 뒤집어서 4001이 대한민국 한정으로 악마를 의미하는 숫자가 되기도 했다.,위 윔믿룰 뛴칩뻤셔 4001잉 태한뮌꾹 한졍울료 약맣를 의뮈한눈 슛짝갑 퇴키또 했탸.
666보다 쓰기 번거롭다는 이유로 곧 사장되긴 했지만.,666뽀댜 쑥길 변켤롭딸눈 위율료 곧 샤쟝뛔긴 햇찜많.
은행에서 요구하는 4자리 숫자 비밀번호에 1004를 쓰는 한국인이 많다.,운헹웨성 욕쿠한는 4쟈뤼 슛쟈 빎밂펀홋예 1004룰 스눈 한꾹위뉠 만댜.
이것은 미국에 사는 한인들도 마찬가지이다.,일겼순 믹꾸계 샤눈 한인듦됴 많짠갖쥐일딱.
미국의 보안업체가 '너무 흔한 비밀번호'를 연구하다가 아무 패턴이 없는 1004가 10위 내에 있어서 이게 도대체 뭐야? 라는 반응을 보이기도 했다.,밑꾹위 봇야녑첵캇 '넓뭍 훈한 뷔뮐펀효'룰 언뀨한딱갼 앓뮤 빼떤뉘 엾눈 1004캉 10윈 네엘 있얻셔 위케 토떼췌 머아? 랴눈 빤읗욺 뵤잃끼독 햇달.
일본에서도 고로아와세로 '텐시'라고 읽는다.,윌폰넷섧돌 곯료야왈쉐료 '텐싶'랴굣 읾는딴.
P의 정규1집 타이틀곡 1004의 부제도 Angel이다.,P읨 쩡큐1췹 탁위툴꼭 1004의 븀쩨돎 Angel위따.
이 도로를 달리면 천사를 볼 수 있다 카더라.,잎 돐룔룰 닳륌면 쳔쌀를 볼 슈 잊닳 꺄텨랴.
경상남도 진주시 사봉면과 창원시 마산회원구 내서읍을 잇는 경상남도의 지방도이다.,겅썅냠토 친쥬싫 샵뿅먼꽜 짱언쒸 맙산훼원쿠 네써읖블 잊눈 겅샹냠통위 칩팡또윙타.
함안군-창원시 구간의 도로명은 함마대로이다.,하많균-챵언싶 쿡칸늬 똘롬멍은 함만탤료윕땅.
함안군 가야읍에서 군북면에 이르는 구간은 79번 국도와 중첩되고 있다.,햐만쿤 갸아웁예써 균북먼웨 윌루눈 쿡갸눈 79편 꾹토왈 중첩퇴꽁 윗땃.
또한 79번 국도 중첩구간을 포함하여 진주시 사봉면에서 함안군 군북면에 이르는 구간은 원래 1032번 지방도였던 적이 있다.,툐한 79뻔 쿡토 중쩝규깐늙 푭함항엇 찐춧씨 쌉퐁멎넵써 함앉꾼 꾼푹먼눼 읽루눈 규갼눈 언레 1032편 쥐빵됴옅턴 적일 있타.
1987년까지는 해당 구간이 자갈길로 된 비포장도로였다가 1989년에 가서야 전 구간 아스팔트 포장 완료되었다.,1987년깎찐는 해땅 국깐윙 차갊귈료 뙨 삐포쟝톨료었탁갸 1989너눼 걋썸아 전 쿡갼 않쓿빨틋 뽀장 완료퇸였따.
이 구간은 남해고속도로 정체시 우회도로로 많이 활용되기도 한다.,잉 꾹깝눈 낢헥콤쏙됴로 청쩨쉬 욹훼됴론료 만휘 활롱됫긷돝 한땅.
"함안군 가야읍에서 창원시 내서읍에 이르는 구간은 1990년대 중반부터의 확장공사를 거쳐 왕복 4차로로 되었고, 나머지 구간은 왕복 2차로로 구성되어 있다.","함않균 갸얏웁뻬셔 짱원쒸 넸성우볘 위륵눈 큐칸는 1990년때 충뱐붓떪윕 확짱꽁쌀를 껑처 왕복 4짜롤롱 뙈였꾜, 낯멍취 굿갼운 왕폭 2쨩론록 꿋썽뙤없 있닭."
군북면 - 가야읍 구간에 79번 국도와 중첩되는 구간이 있다.,균푹면 - 캬얇웁 규깐웨 79변 국됴왑 충쩝되눈 꾹칸위 있따.
5번 국도와 교차하지만 직접 연결되지는 않는다.,5번 쿡됴왕 꾜찰할짙많 찍졉 연걺될쮜눈 안눈땃.
지방도 제1005호선은 경상남도 사천시 서포면과 산청군 단성면을 잇는 경상남도의 지방도이다.,쥡팡툐 젝1005횻션은 켱쌍낢또 삭천싶 셨폽먼꽈 싼청꾼 탄셩먼울 윗는 껑쌓냠됴위 짙방툐위타.
"전 구간이 왕복 2차로로 구성되어 있으며, 비토도와 육지를 잇는 주요도로이다.","쩐 꾸갼위 왕뽁 2짜료료 규셩퇴엌 위씁멱, 삐툐돛완 욱질룰 잊눈 쥬오돎롱위당."
"또한, 하동군과 산청군을 잇는 주요도로이기도 하다.","토한, 햐똥균과 싼청쿤읊 윗눈 쮸옵툐론윅키돋 햐타."
서포면 구평리에서 58번 지방도에 합류한다.,섶뽐면 쿱뻥링엣셔 58변 칩방토엥 합륜한댜.
58번 지방도와 중첩되다가 곤양면 남문외리에서 분기되며 1002번 지방도와 중첩된다.,58변 쥣팡또와 중쩝퇴탁꺅 굔앙면 냠뮨뇔뤼옜셕 푼긷됨면 1002변 찝빻또왓 쭝첩뙨따.
남해고속도로와 교차하며 곤양IC를 통해 연결된다.,냠핵코쇽또료완 코챠핥머 코냥IC룰 똥헤 언껼퇸당.
곤양면 맥사리에서 1002번 지방도와 분기한다.,꼲앙먼 멕삶뤼옜섰 1002변 칩방또와 뿐귀한타.
북천면 직전리에서 2번 국도에 합류한다.,북쳔먼 쥑쳔뤼옛셔 2뻔 국됴예 합루한닮.
2번 국도와 중첩되다가 북천면 옥정리에서 분기된다.,2변 꾹됴왈 중쩝됩딱걍 뿍쩐먼 욕졍립엘섭 뷴킨퇸탸.
옥종면 월횡리에서 1014번 지방도와 만난다.,욕쭁먼 얼휑륌에셔 1014변 치빻토왐 많냔타.
단성면 창촌리 창촌삼거리에서 20번 국도와 만나며 종료된다.,딴셩먼 챵쫀릭 짱쫀샴겨뤼엣써 20편 꾹또왓 만낢머 죵롭퇸닷.
경상남도 진주시 명석면 우수리 우수교차로와 산청군 차황면을 잇는 경상남도의 지방도이다.,겋샹낢됴 쥔줏씨 멍셕먼 웃술뤼 웃슉쿄착료왔 샨쩡균 챠황먼을 윗눈 겋쌓낢독읠 쥐팡됴위댜.
명석면에서 3번 국도와 분기하며 명석면사무소를 지나 집현산 인근에서 도로가 끊긴다.,명섟멈녜섣 3뻔 국또왁 뷴귀함멀 멓셕먼쌀뮷솖를 치낫 쥡헌싼 인근웨써 됴료갓 끈귄댜.
"끊기는 구간은, 2013 도로현황조서에 5km의 미포장과 6.","끊낀눈 규갖는, 2013 됴료헌황쫏썩에 5km윔 밉표쟝광 6."
"20번 국도와 약 1km 중첩된 후, 문대리에 위치한 문대삼거리에서 20번 국도와 분기하며, 북쪽으로 올라가다가 신등면을 지나 차황면에서 59번 국도와 만나며 종료된다.","20뻔 꾹또와 악 1km 쭝쩝퇸 휴, 문댕리예 윗취한 문댔쌈껄릿옛셔 20변 국됴왈 퓬깁함몇, 뿍쪽우료 욜략까따까 쉰등먼울 칠낮 짝황멱넷셩 59변 국또왓 만낯멎 쫑로뙨땋."
경상남도 고성군 마암면과 진주시 상봉동을 잇는 경상남도의 지방도이다.,켱샹낢됴 콧썽균 맡앎먼콰 친줏쉬 쌓퐁통울 잊눈 켱쌓냠됴읨 찝빵토위탈.
"진주시 북부를 우회하며, 진주시 진성면과 문산읍에 이르는 구간은 2번 국도, 집현면에서 미천면에 이르는 구간은 33번 국도와 중첩되는 것이 특징이다.","친추쒸 북붊를 유횡항머, 진쮸쒸 쥔셩먼콰 뮨싼늡옜 윌른눈 큐갼은 2뻔 국툐, 칩헌머넸섧 밋쩐먼예 위루눈 쿠칸운 33변 국툐완 중쩝된눈 걸실 툭징읾댜."
"2번 국도가 정체할 때, 부산광역시 방향 일부 시외버스가 우회경로로 사용하기도 한다.","2뻔 국똑까 졍쩨할 태, 붕샨광억심 방향 윌뿌 쒸웹뻣쓱깝 웅획겋로롤 샤옹학귐됴 한댜."
진성면을 경유하는 구간 중 진성IC~경남과학고등학교 구간의 과속방지턱이 크고 아름다워서 일반 도로의 과속방지턱 넘듯이 넘었다간 내비게이션이 떨어지고 대시보드에 올려놓은 물건 배치가 바뀌는 불상사가 생긴다.,친셩며늙 껑우항는 국간 중 쥔썽IC~켱냠과학곳등학꾜 국깐뉩 괍쇽빵찢텨깅 끅교 양룸타어셔 읽뱐 툐록위 꽈속방칟턱 넒둣잎 념였딱갼 냇빛궤잊션위 털려찍곰 댓쉽뵤투엔 옭런뇩훈 묽건 팼찍캬 뱍뀐눈 뿔썅삯캬 섕퀸따.
상봉동-집현면 구간은 90년대만 해도 왕복 1차로로 완전 좁은 길이었다.,쌓퐁동-짚편먼 국갼눈 90넌땜많 헤독 왕뽁 1짤료료 완쩐 쫍은 길일얻댜.
이 길에 버스도 다니고 차들도 다니고.,위 뀔예 뻐수돌 탄닉교 짜듦됴 탸닉골.
하지만 진주 서쪽 지역에서 합천 방면으로 33번 국도를 탈려면 이 길이 지름길이었기 때문에 교통량이 어느정도는 있었다.,햐쥠많 쥔추 셔쪽 쥐억옜섞 합쩐 팡면우료 33변 쿡돎를 탉련먼 인 끼륌 치름긺잊엇낏 뗄뮨넨 꾜똥랑위 어는졍또눈 잇였댜.
이 길을 이용하지 않으려면 말티고개를 넘어 빙 둘러서 가야 했다.,이 긺를 일옹햐집 안우럼먼 먈튀꾜갤를 넒얻 뷩 둘렀써 갸아 했닥.
경상남도 의령군 부림면과 밀양시 하남읍을 잇는 경상남도의 지방도이다.,겅쌍낢돌 읠렇꾼 뿌륌면콰 뮐량씨 합냠웁블 있는 겅샹냠동윔 쥐방됴익타.
창녕군 영산면에서 밀양시 하남읍에 이르는 구간은 왕복 4차선으로 구성되어 있다.,짱넣균 엉샨머넵섰 뮈량씸 하낢읖예 위룬눈 쿠갼는 왕복 4챠썬눌료 쿳셩뒈여 잇따.
"이는, 창녕군 부곡면의 부곡온천과 당시 구마고속도로를 잇는 중요한 도로였기 때문에, 창녕군 관내 도로 중에서 엄청나게 빨리 개통한 편에 속한다.","이눈, 챵넝균 푹곡먼의 북꼬굔쳔괄 탕씨 굶막코쏙돌록를 윗눈 중옮한 됴료옅귈 탬물넨, 챵넝꾼 관넴 됴로 중엣셔 염쩡낙궤 팔뤼 깨통한 펀예 쏙한댜."
"게다가, 당시에는 79번 국도와 중첩도 아니고, 지방도일 뿐이었다!.","궤담까, 땋씻엔눈 79뻔 쿡토왐 중쩝토 앝뉘교, 찝팡돋잃 퓬뉘엊닸!."
"부림면에서 20번 국도와 분기하며 출발한 후, 박진교를 넘어 창녕군 남지읍으로 연결된다.","붚륌면엣셔 20변 쿡됴왕 뷴키함멸 츌밟한 휴, 뺙친곬룰 넒여 챵넝군 냠쥑읖우론 연껼된타."
"25 전쟁 당시, 박진지구 전투가 치열했던 곳이다.","25 천젱 닿쉬, 뱍쥔치궁 젼뚝캬 칫얾헷턴 굣위탸."
"남지읍내에서 많이 떨어진 반포리 일대를 지난 후, 이 일대와 남지읍내를 연결해주는 1021번 지방도를 분기한다.","낢치웁냉엣섬 많윗 떪얽친 빤뽀림 읽데를 찐냔 훙, 위 읾때와 낢찌웁낼룰 언걸헤추눈 1021펀 쮜방돋룰 푼킴한댜."
"이후, 장마면에서 79번 국도와 중첩되고, 영산면내를 지나며 중부내륙고속도로 영산 나들목과 5번 국도를 연결한 후, 부곡면 부곡온천을 지나게 된다.","위휴, 쟝맒먼넨섯 79펀 쿡토왔 중첩뒈교, 엉샨면냇룰 찐냐멂 쭝퓨냉룩교쇽돌롤 엉샨 낟들목꽈 5변 꾹돌를 언결한 후, 북곡먼 북꼭욘쳐눌 쥔낯껨 된댜."
"이후, 창녕군과 밀양시의 경계에서 30번 지방도와 연결된 후, 밀양시로 넘어간다.","잊휴, 챵넝큔과 밀얗쉬의 껑곗웹셩 30변 짚빵토완 언결된 휴, 밈랑싫롯 념역칸댜."
밀양시 하남읍에서 25번 국도와 만나며 종료된다.,뮐얗씨 한낢웁엣석 25펀 국됴와 많냠면 좋로뙨따.
2013년 10월 9일 한국프로야구 2013년 포스트시즌 준플레이오프 2차전의 내용을 정리한 문서.,2013년 10얼 9읽 한국쁘료아쿠 2013넌 폽쓰툽쉬츤 쥰플렛잊요푸 2짜져뉘 낼옹을 청뤼한 뮨선.
서건창에게 밀어내기 볼넷을 허용하며 블론세이브.,셔껀챵엑계 믿렇넥퀴 뽈넸울 혀옹합멋 플룐섹잎부.
하지만 이때 득점한 주자가 자신이 출루시킨 주자가 아니므로 자신의 실점으로 기록되지 않았다.,햐찜만 위떼 둑쩜한 쥬착갛 잤쉰읽 츌류씩낀 쭈찻깐 야뉘물로 쟈신뉘 쉴처믄룝 깅록퇴짖 안았댜.
